"","ensembl_gene_id","ensembl_transcript_id","chromosome_name","percentage_gc_content","entrezgene","hgnc_symbol","hgnc_transcript_name","strand","band","transcript_length"
"110679","ENSG00000107242","ENST00000478500","9",40.19,8395,"PIP5K1B","PIP5K1B-002",1,"q21.11",3335
"110681","ENSG00000186111","ENST00000335312","19",60.55,23396,"PIP5K1C","PIP5K1C-001",-1,"p13.3",5080
"110687","ENSG00000219294","ENST00000460661","6",49.41,206426,"PIP5K1P1","PIP5K1P1-001",1,"p24.3",1656
"110689","ENSG00000167103","ENST00000388747","9",57.03,138429,"PIP5KL1","PIP5KL1-004",-1,"q34.11",2198
"110706","ENSG00000179761","ENST00000323372","17",51.43,51268,"PIPOX","PIPOX-001",1,"q11.2",2410
"110711","ENSG00000180764","ENST00000489875","10",48.45,266971,"PIPSL","PIPSL-001",-1,"q23.33",3350
"110716","ENSG00000087842","ENST00000380421","X",38.99,8544,"PIR","PIR-003",-1,"p22.2",1539
"110720","ENSG00000233670","ENST00000580256","17",48.06,644139,"PIRT","PIRT-001",-1,"p12",3810
"110721","ENSG00000241878","ENST00000382151","22",51.17,102465666,"PISD","PISD-007",-1,"q12.2",2669
"110757","ENSG00000057757","ENST00000246151","1",44.59,57095,"PITHD1","PITHD1-001",1,"p36.11",1603
"110760","ENSG00000174238","ENST00000313486","17",49.88,5306,"PITPNA","PITPNA-001",-1,"p13.3",3912
"110771","ENSG00000180957","ENST00000335272","22",39.71,23760,"PITPNB","PITPNB-001",-1,"q12.1",2926
"110781","ENSG00000154217","ENST00000580974","17",44.6,26207,"PITPNC1","PITPNC1-001",1,"q24.2",6182
"110804","ENSG00000110697","ENST00000356404","11",62.46,9600,"PITPNM1","PITPNM1-201",-1,"q13.2",4225
"110805","ENSG00000090975","ENST00000280562","12",51.35,57605,"PITPNM2","PITPNM2-001",-1,"q24.31",6785
"110816","ENSG00000091622","ENST00000262483","17",51.99,83394,"PITPNM3","PITPNM3-001",-1,"p13.2",7086
"110830","ENSG00000107959","ENST00000380989","10",46.15,10531,"PITRM1","PITRM1-201",-1,"p15.2",3457
"110831","ENSG00000069011","ENST00000265340","5",59.4,5307,"PITX1","PITX1-001",-1,"q31.1",2406
"110840","ENSG00000164093","ENST00000354925","4",49.37,5308,"PITX2","PITX2-003",-1,"q25",3359
"110847","ENSG00000107859","ENST00000370002","10",54.62,5309,"PITX3","PITX3-001",-1,"q24.32",1391
"110849","ENSG00000125207","ENST00000245255","12",42.72,9271,"PIWIL1","PIWIL1-001",1,"q24.33",3897
"110857","ENSG00000197181","ENST00000356766","8",42.78,55124,"PIWIL2","PIWIL2-001",1,"p21.3",5128
"110861","ENSG00000184571","ENST00000332271","22",42.09,440822,"PIWIL3","PIWIL3-001",-1,"q11.23",3504
"110866","ENSG00000134627","ENST00000446230","11",40.25,143689,"PIWIL4","PIWIL4-003",1,"q21",3759
"110873","ENSG00000181191","ENST00000361478","X",51.45,64219,"PJA1","PJA1-001",-1,"q13.1",2755
"110877","ENSG00000198961","ENST00000361189","5",37.66,9867,"PJA2","PJA2-001",-1,"q21.3",4889
"110881","ENSG00000008710","ENST00000262304","16",63.1,101930075,"PKD1","PKD1-001",-1,"p13.3",14138
"110961","ENSG00000158683","ENST00000289672","7",44.25,168507,"PKD1L1","PKD1L1-001",-1,"p12.3",9092
"110968","ENSG00000166473","ENST00000525539","16",49.62,114780,"PKD1L2","PKD1L2-001",-1,"q23.2",7379
"110977","ENSG00000187008","ENST00000534738","16",43.56,NA,"PKD1L3","PKD1L3-001",-1,"q22.2",5195
"110979","ENSG00000244257","ENST00000458669","16",62.65,NA,"PKD1P1","PKD1P1-001",1,"p13.11",6805
"110981","ENSG00000118762","ENST00000237596","4",40.51,5311,"PKD2","PKD2-001",1,"q22.1",5056
"110988","ENSG00000107593","ENST00000318222","10",45.04,9033,"PKD2L1","PKD2L1-001",-1,"q24.31",3043
"110995","ENSG00000078795","ENST00000508638","5",39.33,27039,"PKD2L2","PKD2L2-006",1,"q31.2",2333
"111002","ENSG00000162878","ENST00000294964","2",56.22,91461,"PKDCC","PKDCC-001",1,"p21",2502
"111011","ENSG00000130943","ENST00000253255","22",47.47,10343,"PKDREJ","PKDREJ-001",-1,"q13.31",7660
"111012","ENSG00000170927","ENST00000371117","6",38.33,5314,"PKHD1","PKHD1-001",-1,"p12.2",16282
"111014","ENSG00000205038","ENST00000378402","8",35.43,93035,"PKHD1L1","PKHD1L1-001",1,"q23.1",13076
"111018","ENSG00000171033","ENST00000396418","8",34.75,5569,"PKIA","PKIA-001",1,"q21.12",4163
"111029","ENSG00000135549","ENST00000392490","6",37.28,5570,"PKIB","PKIB-201",1,"q22.31",1811
"111033","ENSG00000168734","ENST00000372889","20",44.32,11142,"PKIG","PKIG-006",1,"q13.12",1489
"111039","ENSG00000262785","ENST00000571194","HSCHR1_2_CTG31",52.59,5313,"PKLR","PKLR-002",-1,"q22",2479
"111046","ENSG00000127564","ENST00000431515","16",62.22,9088,"PKMYT1","PKMYT1-004",-1,"p13.3",2308
"111066","ENSG00000123143","ENST00000585839","19",53.14,5585,"PKN1","PKN1-003",1,"p13.12",3518
"111081","ENSG00000065243","ENST00000370521","1",36.25,5586,"PKN2","PKN2-001",1,"p22.2",6121
"111088","ENSG00000160447","ENST00000291906","9",57.66,29941,"PKN3","PKN3-001",1,"q34.11",3375
"111091","ENSG00000160199","ENST00000291547","21",47.07,5316,"PKNOX1","PKNOX1-001",1,"q22.3",5002
"111115","ENSG00000165495","ENST00000526955","11",49.03,63876,"PKNOX2","PKNOX2-006",1,"q24.2",4531
"111121","ENSG00000081277","ENST00000263946","1",52.24,5317,"PKP1","PKP1-201",1,"q32.1",5447
"111122","ENSG00000057294","ENST00000340811","12",40.8,5318,"PKP2","PKP2-001",-1,"p11.21",4302
"111133","ENSG00000184363","ENST00000331563","11",69.71,11187,"PKP3","PKP3-001",1,"p15.5",2809
"111141","ENSG00000144283","ENST00000389757","2",38.59,8502,"PKP4","PKP4-001",1,"q24.1",5777
"111156","ENSG00000144837","ENST00000273371","3",45.2,51365,"PLA1A","PLA1A-001",1,"q13.33",1786
"111162","ENSG00000069764","ENST00000438167","16",47.91,100652777,"PLA2G10","PLA2G10-001",-1,"p13.12",997
"111166","ENSG00000123739","ENST00000243501","4",39,81579,"PLA2G12A","PLA2G12A-001",-1,"q25",5226
"111170","ENSG00000138308","ENST00000373032","10",41.9,84647,"PLA2G12B","PLA2G12B-001",-1,"q22.1",1128
"111182","ENSG00000103066","ENST00000565460","16",53.91,23659,"PLA2G15","PLA2G15-005",1,"q22.1",3121
"111183","ENSG00000176485","ENST00000323646","11",45.84,11145,"PLA2G16","PLA2G16-001",-1,"q12.3",2594
"111188","ENSG00000170890","ENST00000308366","12",45.13,5319,"PLA2G1B","PLA2G1B-001",-1,"q24.31",565
"111192","ENSG00000188257","ENST00000496748","1",52.14,5320,"PLA2G2A","PLA2G2A-002",-1,"p36.13",1306
"111198","ENSG00000187980","ENST00000429261","1",51.69,391013,"PLA2G2C","PLA2G2C-001",-1,"p36.12",3249
"111201","ENSG00000117215","ENST00000375105","1",50.61,26279,"PLA2G2D","PLA2G2D-001",-1,"p36.12",2672
"111202","ENSG00000188784","ENST00000375116","1",59.6,30814,"PLA2G2E","PLA2G2E-001",-1,"p36.13",785
"111204","ENSG00000158786","ENST00000465062","1",56.01,64600,"PLA2G2F","PLA2G2F-002",1,"p36.12",4129
"111205","ENSG00000100078","ENST00000215885","22",57.1,50487,"PLA2G3","PLA2G3-001",-1,"q12.2",2697
"111206","ENSG00000116711","ENST00000367466","1",36.1,5321,"PLA2G4A","PLA2G4A-001",1,"q31.1",2875
"111214","ENSG00000243708","ENST00000542534","15",57.7,100137049,"PLA2G4B","PLA2G4B-202",1,"q15.1",3366
"111224","ENSG00000105499","ENST00000354276","19",47.68,8605,"PLA2G4C","PLA2G4C-005",-1,"q13.33",2496
"111249","ENSG00000159337","ENST00000290472","15",51.47,283748,"PLA2G4D","PLA2G4D-001",-1,"q15.1",3584
"111251","ENSG00000188089","ENST00000399518","15",50.21,123745,"PLA2G4E","PLA2G4E-001",-1,"q15.1",5266
"111262","ENSG00000168907","ENST00000397272","15",56.61,255189,"PLA2G4F","PLA2G4F-201",-1,"q15.1",3498
"111263","ENSG00000127472","ENST00000486277","1",44.61,5322,"PLA2G5","PLA2G5-002",1,"p36.13",1871
"111271","ENSG00000184381","ENST00000332509","22",51.54,8398,"PLA2G6","PLA2G6-001",-1,"q13.1",3271
"111299","ENSG00000146070","ENST00000274793","6",40.97,7941,"PLA2G7","PLA2G7-001",-1,"p12.3",1882
"111304","ENSG00000153246","ENST00000283243","2",39.22,22925,"PLA2R1","PLA2R1-001",-1,"q24.2",8526
"111306","ENSG00000137055","ENST00000397292","9",38.2,9373,"PLAA","PLAA-001",-1,"p21.2",4234
"111314","ENSG00000170965","ENST00000476971","X",42.07,10761,"PLAC1","PLAC1-002",-1,"q26.3",1138
"111317","ENSG00000225745","ENST00000430327","21",46.52,NA,"PLAC4","PLAC4-003",-1,"q22.2",1011
"111326","ENSG00000145287","ENST00000426923","4",41.72,51316,"PLAC8","PLAC8-004",-1,"q21.22",2253
"111327","ENSG00000173261","ENST00000311450","5",41.2,153770,"PLAC8L1","PLAC8L1-001",-1,"q32",638
"111331","ENSG00000189129","ENST00000372263","10",50.35,219348,"PLAC9","PLAC9-001",1,"q22.3",785
"111333","ENSG00000181690","ENST00000316981","8",38.74,5324,"PLAG1","PLAG1-003",-1,"q12.1",7322
"111338","ENSG00000118495","ENST00000360537","6",40.32,5325,"PLAGL1","PLAGL1-004",-1,"q24.2",4430
"111350","ENSG00000126003","ENST00000246229","20",48.56,5326,"PLAGL2","PLAGL2-001",-1,"q11.21",5705
"111360","ENSG00000104368","ENST00000521647","8",48.7,5327,"PLAT","PLAT-013",-1,"p11.21",3462
"111369","ENSG00000122861","ENST00000446342","10",53.49,5328,"PLAU","PLAU-202",1,"q22.2",2658
"111374","ENSG00000011422","ENST00000221264","19",49.94,5329,"PLAUR","PLAUR-002",-1,"q13.31",1610
"111397","ENSG00000163803","ENST00000422425","2",47.11,151056,"PLB1","PLB1-202",1,"p23.2",5115
"111400","ENSG00000121316","ENST00000240617","12",40.69,79887,"PLBD1","PLBD1-001",-1,"p13.1",2426
"111405","ENSG00000151176","ENST00000280800","12",51.37,196463,"PLBD2","PLBD2-001",1,"q24.13",2573
"111408","ENSG00000182621","ENST00000378641","20",38.28,23236,"PLCB1","PLCB1-005",1,"p12.3",7295
"111422","ENSG00000137841","ENST00000558588","15",56.84,5330,"PLCB2","PLCB2-006",-1,"q15.1",4643
"111433","ENSG00000149782","ENST00000540288","11",60.32,5331,"PLCB3","PLCB3-002",1,"q13.1",4469
"111443","ENSG00000101333","ENST00000378501","20",39.14,5332,"PLCB4","PLCB4-011",1,"p12.3",5833
"111451","ENSG00000187091","ENST00000461445","3",53.99,5333,"PLCD1","PLCD1-005",-1,"p22.2",3271
"111459","ENSG00000161714","ENST00000540511","17",57.8,113026,"PLCD3","PLCD3-001",-1,"q21.31",6106
"111482","ENSG00000115556","ENST00000459791","2",47.37,84812,"PLCD4","PLCD4-008",1,"q35",4350
"111487","ENSG00000138193","ENST00000371380","10",41.11,51196,"PLCE1","PLCE1-001",1,"q23.33",12024
"111509","ENSG00000124181","ENST00000373272","20",52.71,5335,"PLCG1","PLCG1-201",1,"q12",5493
"111511","ENSG00000197943","ENST00000359376","16",47.1,5336,"PLCG2","PLCG2-001",1,"q23.3",4308
"111528","ENSG00000114805","ENST00000460012","3",39.53,23007,"PLCH1","PLCH1-002",-1,"q25.31",6413
"111539","ENSG00000149527","ENST00000473964","1",64.62,9651,"PLCH2","PLCH2-005",1,"p36.32",6986
"111545","ENSG00000115896","ENST00000435320","2",37.39,5334,"PLCL1","PLCL1-001",1,"q33.1",6665
"111550","ENSG00000154822","ENST00000418129","3",39.06,23228,"PLCL2","PLCL2-002",1,"p24.3",4153
"111558","ENSG00000182378","ENST00000381657","X",53.82,55344,"PLCXD1","PLCXD1-002",1,"p22.33",5507
"111565","ENSG00000240891","ENST00000393934","3",39.37,257068,"PLCXD2","PLCXD2-001",1,"q13.2",2063
"111570","ENSG00000182836","ENST00000377801","5",37.34,345557,"PLCXD3","PLCXD3-001",-1,"p13.1",7704
"111578","ENSG00000139151","ENST00000266505","12",35.77,89869,"PLCZ1","PLCZ1-001",-1,"p12.3",2148
"111595","ENSG00000075651","ENST00000356327","3",38.86,5337,"PLD1","PLD1-002",-1,"q26.31",5855
"111611","ENSG00000129219","ENST00000263088","17",54.27,5338,"PLD2","PLD2-001",1,"p13.2",3503
"111631","ENSG00000105223","ENST00000409587","19",52.33,23646,"PLD3","PLD3-003",1,"q13.2",2180
"111651","ENSG00000166428","ENST00000540372","14",63.19,122618,"PLD4","PLD4-004",1,"q32.33",2007
"111657","ENSG00000180287","ENST00000536534","1",40.38,200150,"PLD5","PLD5-006",-1,"q43",8721
"111665","ENSG00000179598","ENST00000321560","17",55.87,201164,"PLD6","PLD6-001",-1,"p11.2",2560
"111666","ENSG00000261109","ENST00000568193","HG104_HG975_PATCH",63.62,5339,"PLEC","PLEC-001",-1,"q24.3",15255
"111696","ENSG00000115956","ENST00000234313","2",41.22,5341,"PLEK","PLEK-001",1,"p14",2869
"111698","ENSG00000100558","ENST00000216446","14",47.44,26499,"PLEK2","PLEK2-001",-1,"q23.3",1549
"111709","ENSG00000107679","ENST00000481451","10",36.67,59338,"PLEKHA1","PLEKHA1-006",1,"q26.13",8619
"111722","ENSG00000169499","ENST00000420274","8",46.54,59339,"PLEKHA2","PLEKHA2-201",1,"p11.22",5638
"111723","ENSG00000116095","ENST00000234453","2",37.26,65977,"PLEKHA3","PLEKHA3-001",1,"q31.2",13880
"111728","ENSG00000105559","ENST00000263265","19",51.07,57664,"PLEKHA4","PLEKHA4-001",-1,"q13.33",3088
"111741","ENSG00000052126","ENST00000538714","12",38.1,54477,"PLEKHA5","PLEKHA5-001",1,"p12.3",6487
"111759","ENSG00000143850","ENST00000272203","1",48.91,22874,"PLEKHA6","PLEKHA6-001",-1,"q32.1",7401
"111766","ENSG00000166689","ENST00000355661","11",46.39,144100,"PLEKHA7","PLEKHA7-001",-1,"p15.1",4980
"111785","ENSG00000106086","ENST00000440706","7",39.62,84725,"PLEKHA8","PLEKHA8-004",1,"p14.3",7514
"111788","ENSG00000134297","ENST00000256692","12",41.34,51054,"PLEKHA8P1","PLEKHA8P1-002",-1,"q12",1839
"111792","ENSG00000021300","ENST00000354190","11",52.94,58473,"PLEKHB1","PLEKHB1-001",1,"q13.4",2380
"111822","ENSG00000115762","ENST00000403716","2",42.42,55041,"PLEKHB2","PLEKHB2-202",1,"q21.1",4307
"111826","ENSG00000175985","ENST00000556123","14",48.34,101930417,"PLEKHD1","PLEKHD1-001",1,"q24.1",3999
"111832","ENSG00000166289","ENST00000436066","19",56.89,79156,"PLEKHF1","PLEKHF1-001",1,"q12",2084
"111836","ENSG00000175895","ENST00000315367","8",37.16,79666,"PLEKHF2","PLEKHF2-001",1,"q22.1",2881
"111841","ENSG00000120278","ENST00000367328","6",42.33,57480,"PLEKHG1","PLEKHG1-201",1,"q25.1",7237
"111858","ENSG00000090924","ENST00000425673","19",56.77,64857,"PLEKHG2","PLEKHG2-202",1,"q13.2",7519
"111861","ENSG00000126822","ENST00000247226","14",52.46,26030,"PLEKHG3","PLEKHG3-004",1,"q23.3",6989
"111870","ENSG00000196155","ENST00000563969","16",59.77,25894,"PLEKHG4","PLEKHG4-001",1,"q22.1",6949
"111885","ENSG00000153404","ENST00000283426","5",53.5,153478,"PLEKHG4B","PLEKHG4B-001",1,"p15.33",11513
"111889","ENSG00000171680","ENST00000377748","1",58.85,57449,"PLEKHG5","PLEKHG5-001",-1,"p36.31",5221
"111907","ENSG00000008323","ENST00000449001","12",55.71,55200,"PLEKHG6","PLEKHG6-004",1,"p13.31",3111
"111913","ENSG00000187510","ENST00000344636","12",39.94,440107,"PLEKHG7","PLEKHG7-001",1,"q22",3584
"111914","ENSG00000054690","ENST00000329153","14",48.02,57475,"PLEKHH1","PLEKHH1-001",1,"q24.1",6604
"111931","ENSG00000152527","ENST00000282406","2",38.98,130271,"PLEKHH2","PLEKHH2-001",1,"p21",6981
"111943","ENSG00000068137","ENST00000591490","17",62.07,79990,"PLEKHH3","PLEKHH3-002",-1,"q21.2",4339
"111952","ENSG00000104886","ENST00000588450","19",61.2,102466736,"PLEKHJ1","PLEKHJ1-003",-1,"p13.3",2858
"111975","ENSG00000225190","ENST00000430334","17",50.52,9842,"PLEKHM1","PLEKHM1-001",-1,"q21.31",5263
"111995","ENSG00000214176","ENST00000582986","17",51.2,102464831,"PLEKHM1P","PLEKHM1P-002",-1,"q24.1",5014
"112022","ENSG00000116786","ENST00000375799","1",52,23207,"PLEKHM2","PLEKHM2-001",1,"p36.21",4122
"112028","ENSG00000178385","ENST00000457206","2",41.26,389072,"PLEKHM3","PLEKHM3-002",-1,"q33.3",3689
"112031","ENSG00000187583","ENST00000379409","1",62.65,84069,"PLEKHN1","PLEKHN1-005",1,"p36.33",2455
"112039","ENSG00000023902","ENST00000466659","1",51.61,51177,"PLEKHO1","PLEKHO1-008",1,"q21.2",3743
"112045","ENSG00000241839","ENST00000323544","15",53.96,80301,"PLEKHO2","PLEKHO2-001",1,"q22.31",3720
"112047","ENSG00000122194","ENST00000308192","6",40.43,5340,"PLG","PLG-001",1,"q26",2741
"112061","ENSG00000240935","ENST00000324709","2",39.89,285189,"PLGLA","PLGLA-201",1,"q12.2",3025
"112065","ENSG00000183281","ENST00000478636","2",39.59,5343,"PLGLB1","PLGLB1-002",-1,"p11.2",2081
"112078","ENSG00000125551","ENST00000465361","2",39.78,5343,"PLGLB2","PLGLB2-002",1,"p11.2",2077
"112082","ENSG00000166819","ENST00000300055","15",52.04,5346,"PLIN1","PLIN1-001",-1,"q26.1",2953
"112087","ENSG00000147872","ENST00000276914","9",44.99,123,"PLIN2","PLIN2-007",-1,"p22.1",1972
"112095","ENSG00000105355","ENST00000221957","19",52.37,10226,"PLIN3","PLIN3-001",-1,"p13.3",2333
"112102","ENSG00000167676","ENST00000301286","19",59.23,729359,"PLIN4","PLIN4-001",-1,"p13.3",6341
"112103","ENSG00000214456","ENST00000381848","19",55.3,440503,"PLIN5","PLIN5-001",-1,"p13.3",2470
"112109","ENSG00000166851","ENST00000562272","16",50.69,5347,"PLK1","PLK1-002",1,"p12.2",4135
"112120","ENSG00000088970","ENST00000457464","20",41.17,NA,"PLK1S1","PLK1S1-003",1,"p11.23",3855
"112131","ENSG00000145632","ENST00000274289","5",42.35,10769,"PLK2","PLK2-001",-1,"q11.2",2960
"112145","ENSG00000173846","ENST00000372201","1",59.69,1263,"PLK3","PLK3-001",1,"p34.1",2492
"112152","ENSG00000142731","ENST00000270861","4",36.34,10733,"PLK4","PLK4-001",1,"q28.2",3841
"112164","ENSG00000185988","ENST00000334770","19",60.56,126520,"PLK5","PLK5-002",1,"p13.3",2106
"112167","ENSG00000102934","ENST00000219207","16",52.64,51090,"PLLP","PLLP-001",-1,"q13",1517
"112170","ENSG00000198523","ENST00000357525","6",34.41,5350,"PLN","PLN-001",1,"q22.31",2001
"112176","ENSG00000083444","ENST00000196061","1",53.54,5351,"PLOD1","PLOD1-001",1,"p36.22",2940
"112188","ENSG00000152952","ENST00000478436","3",36.22,5352,"PLOD2","PLOD2-004",-1,"q24",3835
"112193","ENSG00000106397","ENST00000223127","7",58.5,8985,"PLOD3","PLOD3-001",-1,"q22.1",2920
"112230","ENSG00000123560","ENST00000418604","X",44.51,5354,"PLP1","PLP1-201",1,"q22.2",3133
"112232","ENSG00000102007","ENST00000376327","X",53.98,5355,"PLP2","PLP2-001",1,"p11.23",1079
"112235","ENSG00000171566","ENST00000499023","4",34.71,5356,"PLRG1","PLRG1-001",-1,"q31.3",3351
"112256","ENSG00000120756","ENST00000337777","3",38.52,5357,"PLS1","PLS1-002",1,"q23",3755
"112268","ENSG00000102024","ENST00000420625","X",38.9,5358,"PLS3","PLS3-201",1,"q23",3327
"112283","ENSG00000188313","ENST00000342435","3",36.31,5359,"PLSCR1","PLSCR1-001",-1,"q24",2233
"112305","ENSG00000163746","ENST00000497985","3",37.31,57047,"PLSCR2","PLSCR2-002",-1,"q24",1441
"112308","ENSG00000114698","ENST00000354952","3",35.8,57088,"PLSCR4","PLSCR4-001",-1,"q24",3303
"112321","ENSG00000231213","ENST00000443512","3",33.23,389158,"PLSCR5","PLSCR5-003",-1,"q24",1969
"112325","ENSG00000100979","ENST00000477313","20",51.82,5360,"PLTP","PLTP-005",-1,"q13.12",2255
"112328","ENSG00000130300","ENST00000252590","19",51.72,83483,"PLVAP","PLVAP-001",-1,"p13.11",2305
"112331","ENSG00000161381","ENST00000315392","17",50.87,57125,"PLXDC1","PLXDC1-001",-1,"q12",6252
"112354","ENSG00000120594","ENST00000377252","10",37.34,84898,"PLXDC2","PLXDC2-001",1,"p12.31",12468
"112356","ENSG00000114554","ENST00000393409","3",61.75,5361,"PLXNA1","PLXNA1-001",1,"q21.3",9066
"112361","ENSG00000076356","ENST00000367033","1",47.98,5362,"PLXNA2","PLXNA2-001",-1,"q32.2",11444
"112367","ENSG00000130827","ENST00000369682","X",63.64,55558,"PLXNA3","PLXNA3-001",1,"q28",6752
"112385","ENSG00000221866","ENST00000359827","7",46.94,91584,"PLXNA4","PLXNA4-001",-1,"q32.3",13786
"112392","ENSG00000164050","ENST00000358536","3",59.8,5364,"PLXNB1","PLXNB1-003",-1,"p21.31",7308
"112413","ENSG00000196576","ENST00000449103","22",64.97,23654,"PLXNB2","PLXNB2-001",-1,"q13.33",6383
"112434","ENSG00000198753","ENST00000538966","X",66.12,5365,"PLXNB3","PLXNB3-204",1,"q28",6377
"112447","ENSG00000136040","ENST00000258526","12",43.75,10154,"PLXNC1","PLXNC1-001",1,"q22",7346
"112475","ENSG00000004399","ENST00000393239","3",58.39,23129,"PLXND1","PLXND1-201",-1,"q22.1",7101
"112476","ENSG00000162877","ENST00000367136","1",46.64,148811,"PM20D1","PM20D1-001",-1,"q32.1",2152
"112480","ENSG00000146281","ENST00000275072","6",39.61,135293,"PM20D2","PM20D2-001",1,"q15",4708
"112481","ENSG00000141682","ENST00000316660","18",39.83,5366,"PMAIP1","PMAIP1-001",1,"q21.32",1948
"112484","ENSG00000183395","ENST00000329406","12",33.09,5367,"PMCH","PMCH-001",-1,"q23.2",766
"112485","ENSG00000168967","ENST00000418902","5",34.94,5369,"PMCHL1","PMCHL1-001",1,"p14.3",1917
"112489","ENSG00000169040","ENST00000450213","5",34.92,5370,"PMCHL2","PMCHL2-002",1,"q13.2",1917
"112496","ENSG00000185664","ENST00000548747","12",48.7,6490,"PMEL","PMEL-001",-1,"q13.2",2757
"112515","ENSG00000124225","ENST00000341744","20",54.59,56937,"PMEPA1","PMEPA1-001",-1,"q13.31",4845
"112526","ENSG00000160783","ENST00000606952","1",50.08,100527963,"PMF1","PMF1-010",1,"q22",1275
"112539","ENSG00000260238","ENST00000490491","1",50.18,100527963,"PMF1-BGLAP","PMF1-BGLAP-003",1,"q22",1007
"112543","ENSG00000118557","ENST00000537465","16",43.3,83449,"PMFBP1","PMFBP1-003",-1,"q22.2",3935
"112558","ENSG00000140464","ENST00000565898","15",47.82,5371,"PML","PML-005",1,"q24.1",5393
"112576","ENSG00000100417","ENST00000463617","22",54.84,5372,"PMM1","PMM1-005",-1,"q13.2",2538
"112600","ENSG00000140650","ENST00000567697","16",46.16,5373,"PMM2","PMM2-007",1,"p13.2",5409
"112604","ENSG00000147588","ENST00000256103","8",34.13,5375,"PMP2","PMP2-001",-1,"q21.13",3608
"112606","ENSG00000109099","ENST00000395938","17",45.53,5376,"PMP22","PMP22-001",-1,"p12",1817
"112617","ENSG00000165688","ENST00000462616","9",53.81,23203,"PMPCA","PMPCA-002",1,"q34.3",3341
"112620","ENSG00000105819","ENST00000249269","7",38.52,9512,"PMPCB","PMPCB-001",1,"q22.1",2472
"112629","ENSG00000064933","ENST00000441310","2",36.7,5378,"PMS1","PMS1-001",1,"q32.2",3225
"112649","ENSG00000122512","ENST00000265849","7",45.05,5395,"PMS2","PMS2-001",-1,"p22.1",2855
"112657","ENSG00000187953","ENST00000486256","7",48.28,441194,"PMS2CL","PMS2CL-002",1,"p22.1",3327
"112661","ENSG00000078319","ENST00000431037","7",44.3,NA,"PMS2P1","PMS2P1-001",-1,"q22.1",1044
"112666","ENSG00000127957","ENST00000418756","7",42.87,5387,"PMS2P3","PMS2P3-002",-1,"q11.23",1490
"112685","ENSG00000067601","ENST00000412466","7",43.85,5382,"PMS2P4","PMS2P4-001",-1,"q11.21",1052
"112692","ENSG00000123965","ENST00000318568","7",47.25,100132832,"PMS2P5","PMS2P5-201",1,"q11.23",1220
"112698","ENSG00000163344","ENST00000368467","1",49.94,10654,"PMVK","PMVK-001",-1,"q21.3",1280
"112703","ENSG00000130822","ENST00000472324","X",56.62,139728,"PNCK","PNCK-003",-1,"q28",2143
"112765","ENSG00000132424","ENST00000369239","6",36,25957,"PNISR","PNISR-007",-1,"q16.2",5112
"112776","ENSG00000127838","ENST00000273077","2",51.32,25953,"PNKD","PNKD-001",1,"q35",3021
"112784","ENSG00000039650","ENST00000594661","19",59.9,11284,"PNKP","PNKP-006",-1,"q13.33",2102
"112799","ENSG00000146453","ENST00000275275","6",48.01,154197,"PNLDC1","PNLDC1-001",1,"q25.3",1921
"112805","ENSG00000175535","ENST00000369221","10",39.14,5406,"PNLIP","PNLIP-001",1,"q25.3",1483
"112816","ENSG00000262273","ENST00000575644","HG311_PATCH",44.74,5407,"PNLIPRP1","PNLIPRP1-008",1,"q25.3",3415
"112850","ENSG00000266200","ENST00000591655","HG311_PATCH",44.16,5408,"PNLIPRP2","PNLIPRP2-004",1,"q25.3",1589
"112860","ENSG00000203837","ENST00000369230","10",38.55,119548,"PNLIPRP3","PNLIPRP3-001",1,"q25.3",2354
"112861","ENSG00000176903","ENST00000316836","14",54.27,9240,"PNMA1","PNMA1-001",-1,"q24.3",2635
"112862","ENSG00000240694","ENST00000522362","8",48.66,10687,"PNMA2","PNMA2-001",-1,"p21.2",4965
"112873","ENSG00000183837","ENST00000447306","X",60.68,29944,"PNMA3","PNMA3-201",1,"q28",3751
"112877","ENSG00000198883","ENST00000439251","X",56.94,114824,"PNMA5","PNMA5-201",-1,"q28",3213
"112884","ENSG00000224201","ENST00000453825","X",48.3,84968,"PNMA6A","PNMA6A-001",1,"q28",2236
"112886","ENSG00000235961","ENST00000421798","X",66.56,100287428,"PNMA6C","PNMA6C-001",1,"q28",2253
"112888","ENSG00000257088","ENST00000538162","X",69.24,100287428,"PNMA6D","PNMA6D-001",-1,"q28",1655
"112890","ENSG00000182013","ENST00000313683","19",52.55,55228,"PNMAL1","PNMAL1-001",-1,"q13.32",3689
"112893","ENSG00000204851","ENST00000599531","19",61.24,57469,"PNMAL2","PNMAL2-001",-1,"q13.32",5308
"112896","ENSG00000141744","ENST00000269582","17",61.48,5409,"PNMT","PNMT-001",1,"q12",1253
"112899","ENSG00000100941","ENST00000216832","14",40.65,5411,"PNN","PNN-001",1,"q21.1",3576
"112904","ENSG00000115946","ENST00000263657","2",41.05,56902,"PNO1","PNO1-001",1,"p14",2286
"112909","ENSG00000168081","ENST00000519592","8",47.01,5368,"PNOC","PNOC-003",1,"p21.1",1310
"112918","ENSG00000198805","ENST00000556754","14",47.11,4860,"PNP","PNP-006",1,"q11.2",2573
"112923","ENSG00000180316","ENST00000394571","6",46.8,285848,"PNPLA1","PNPLA1-201",1,"p21.31",2478
"112925","ENSG00000177666","ENST00000525250","11",64.55,57104,"PNPLA2","PNPLA2-002",1,"p15.5",2726
